Policy Number,Quote Date,Quote Ref,Policy start date,Line of Business,Underwriter,Premium amount,Policy status,Last renewal date,Payment Method,Business source,Account number,Sort code,Cancel Date,Declared accident,Conviction,Title,First name,Surname,Gender,Address Postcode,Email,Phone,Voluntary Excess,Compulsory Excess,Occupation,NCB,Licence Years,Email Domain,Marital status ,Véhicule registration ,Make ,Model,Class of use,Cover type,Purchase Date,Storage,Vehicle value ,Date of Birth 
H52061545,14/08/2024,Q840345,02/08/2024,Commercial,Zurich,444.14,Cancelled,20/09/2023,Direct debit,Aggregator,28010578,91837,Invalid Date,YES,null,Dr,Katie,Evans,Male,"85 London Road, B38 7XX",katie.evans@hotmail.com,7531654307,500,50,Personal Trainer,2,13,Yahoo.com,Widowed,GA11YAZ,Audi,A4,Social only,Third Party fire,03/10/2018,Street,32321,31/03/1964
Mf87683132,24/04/2024,Q251007,null,Private,Aviva,1136.53,Pending,null,Direct debit,Comparison Site,37699828,93294,null,NO,No,Mrs,Isabella,robinson ,Male,"23 London Road, G10 6XX",isabella.robinson@gmail.com,7455911830,0,50,Personal Trainer,15,11,gmail.com,Single,GD18VZB,Ford,Focus,Commercial,Third Party only,25/09/2017,Street,36920,21/12/1994
Mf20697512,25/11/2025,Q740264,22/10/2025,Private,Zurich,1500.54,Live,null,Monthly,Aggregator,85575014,77628,null,Yes,NO,Dr,Charles,Wright,Female,"71 Edinburgh Road, G75 2XX",charles.wright@hotmail.com,7510675910,500,200,Nurse,8,11,gmail.com,Marriage,GA24YAB,Ford,Fiesta,Social only,Third Party only,25/03/2019,Private Land,18369,06/02/1972
H65785446,22/06/2025,Q893263,10/01/2024,Private,Direct Line,782.37,Pending,null,paid in full,Broker,11272438,22085,null,null,YES,Ms,Robert,Wood,Female,"11 Edinburgh Road, G96 8XX",robert.wood@gmail.com,7891505389,500,50,Personal Trainer,15,2,Gmail.com,Widowed,CP22YZB,Volkwagen,Polo,Commercial,Third Party only,20/07/2016,Street,18481,27/11/1987
Q54478850,18/12/2024,Q245606,03/04/2025,Private,Tradex insurance,571.41,Cancelled,null,Direct debit,Comparison Site,27865835,41737,null,No,NO,Mrs,Sarah,Jones,Male,"25 Manchester Road, B41 4XX",sarah.jones@yahoo.com,7245751783,100,100,Engineer,14,2,Gmail.com,Divorced,CD13YAB,Toyota,RAV4,Commercial,Third Party only,18/02/2023,Garage,21014,06/01/1971
Q78720629,28/01/2025,Q943491,29/09/2024,Commercial,Aviva,1988.42,Cancelled,null,paid in full,Direct,93085475,91072,null,YES,No,Mr,John,Brown,Female,"45 Liverpool Road, B58 7XX",john.brown@gmail.com,7244395207,500,100,IT Consultant,14,2,Gmail.com,Widowed,CP10XZB,Volkswagen,Passat,Commercial,Third Party only,06/05/2016,Garage,14421,22/08/1985
H85911194,30/03/2025,Q560993,17/12/2024,Commercial,AXA,1348.93,Pending,null,Cheque,Direct,76461597,30216,null,YES,null,Mrs,Emily,Walker,Other,"12 Manchester Road, G79 8XX",emily.walker@yahoo.com,7872137443,500,0,Accountant,10,5,Gmail.com,Married,LA16YZC,Volkswagen,Golf,Commercial,Third Party fire,28/02/2018,Private Land,49041,13/10/1970
A17487448,01/09/2024,Q662931,13/09/2025,Commercial,Aviva,941.38,Cancelled,null,Cheque,Aggregator,90641181,49916,null,NO,NO,Mx,Mia,Green,Male,"78 London Road, L19 5XX",mia.green@hotmail.com,7407735974,250,100,Sales Assistant,0,7,Yahoo.com,Marriage,MD15XYB,Mercedes,C Class,Commercial,Third Party only,05/08/2019,Garage,36746,04/05/1999
Mf40387532,16/05/2025,Q689172,18/03/2025,Private,Zurich,322.36,lapse,null,Direct debit,Direct,44931954,19516,null,Yes,NO,Mrs,Mia,North,Other,"78 Bristol Road, L30 2XX",mia.north@hotmail.com,7551621939,500,100,Personal Trainer,1,17,Yahoo.com,Married,LD13YYZ,Audi,Q5,Commercial,Comprehensive,29/12/2016,Garage,34058,21/06/1996
Mf84105212,20/07/2025,Q716262,02/06/2025,Commercial,Aviva,632.7,Cancelled,06/06/2023,Monthly,Direct,49792165,94687,null,null,No,Dr,Sophia,Walker,Other,"2 Glasgow Road, B79 4XX",sophia.walker@gmail.com,7643057959,500,0,Driver,10,9,gmail.com,Marriage,CD19VYC,Mercedez,C Class,Business use,Comprehensive,13/09/2019,Private Land,34011,21/05/1974
P15546083,08/03/2025,Q174749,04/06/2024,Commercial,Zurich,1144.46,Live,30/03/2023,Credit Card,Aggregator,46562250,45712,null,YES,YES,Ms,Emma,Taylor,Other,"79 Manchester Road, G24 6XX",emma.taylor@yahoo.com,7624632670,0,50,Personla Trainer,11,1,Gmail.com,Married,GA13XYB,Mercedes,E Class,Business use,Comprehensive,14/02/2022,Street,12149,11/09/2001
H76826371,14/09/2025,Q620310,10/05/2025,Commercial,Aviva,1697.37,Live,null,Monthly,Broker,96891532,34116,null,Yes,null,Mrs,Mia,Robinson,Other,"89 Manchester Road, G75 1XX",mia.robinson@yahoo.com,7973891794,250,100,Driver,4,4,Yahoo.com,Widowed,CD12XZB,BMW,5 Series,Commercial,Third Party fire,08/08/2020,Driveway,1612,28/01/1998
H74706215,13/10/2024,Q520060,20/02/2024,Private,Tradex insurance,1006.96,lapse,08/01/2023,paid in full,Broker,61510206,45148,null,Yes,Yes,Mr,Katie,Wright,Male,"15 Bristol Road, L39 8XX",katie.wright@yahoo.com,7134511221,250,100,Doctor,9,15,Hotmail.com,Widowed,CA18XZZ,Mercedes,E Class,Business use,Comprehensive,28/03/2015,Garage,33037,03/09/1981
Mf36667860,06/12/2025,Q928794,14/07/2025,Private,Aviva,1079.83,Cancelled,null,Credit Card,Aggregator,98212925,42465,null,null,NO,Dr,Olivia,Johnson,Male,"67 Edinburgh Road, L27 2XX",olivia.johnson@gmail.com,7294539452,250,0,Engineer,15,17,Hotmail.com,Marriage,CD21YYC,Audi,A4,Social only,Comprehensive,16/12/2018,Driveway,14193,20/12/1996
P86420067,03/12/2025,Q209436,null,Private,Aviva,1455.83,Suspended,null,Direct debit,Broker,71683928,59729,null,Yes,NO,Miss,John,Hall,Male,"46 Birmingham Road, B66 9XX",john.hall@gmail.com,7590419084,500,200,Doctor,8,17,Yahoo.com,Single,CA24VYB,Mercedes,C Class,Social & Commuting,Comprehensive,27/03/2023,Street,14590,22/04/1998
A46815100,13/08/2025,Q656431,Invalid Date,Private,Zurich,1097.7,lapse,23/04/2023,Monthly,Comparison Site,12529232,51551,null,NO,No,Mrs,Michael,Jones,Other,"46 Leeds Road, B63 8XX",michael.jones@gmail.com,7776032199,500,100,Accountant,12,6,Gmail.com,Married,CD12YYZ,Volkwagen,Golf,Commercial,Comprehensive,07/07/2015,Garage,26339,30/11/2001
Q69373969,11/10/2025,Q753706,05/09/2025,Commercial,Allianz,213.77,Pending,null,paid in full,Comparison Site,99080887,89356,null,NO,YES,Mx,Thomas,Wilson,Female,"65 Glasgow Road, L7 3XX",thomas.wilson@hotmail.com,7511197984,100,200,Retired,0,17,Yahoo.com,Married,GA10XZB,Ford,Fiesta,Social only,Third Party only,28/08/2019,Street,10213,09/06/1962
Mf82652699,14/06/2025,Q300584,07/09/2024,Private,Direct Line,1466.28 USD,Cancelled,null,Monthly,Broker,72070422,45529,null,Yes,YES,Mr,Katie,Hall,Other,"47 Birmingham Road, L45 8XX",katie.hall@hotmail.com,7319635918,100,200,Engineer,12,2,Hotmail.com,Living with partner,GD13XAZ,Volkswagen,Polo,Social only,Third Party only,20/06/2019,Garage,21088,24/02/1994
H68618744,17/12/2025,Q341007,05/11/2025,Commercial,Markerstudy Insurance,822.62,lapse,null,Monthly,Broker,64268691,23387,null,YES,NO,Dr,Emily,Brown,Other,"97 Bristol Road, L22 7XX",emily.brown@hotmail.com,7895071771,500,100,Sales Assistant,9,11,Gmail.com,Living with partner,LD10YYC,Mercedes,A Class,Social & Commuting,Third Party only,17/11/2023,Street,13858,14/08/1995
A96692465,28/05/2024,Q115555,15/10/2024,Commercial,Aviva,386.09,Live,null,Credit Card,Broker,74675143,87340,null,No,No,Dr,Emily,Wilson,Female,"100 Glasgow Road, L82 3XX",emily.wilson@yahoo.com,7297266783,250,100,Engineer,15,7,gmail.com,Married,MD13XAC,Mercedes,C Class,Business use,Third Party fire,10/03/2022,Private Land,47961,30/08/1987
A86011650,25/09/2025,Q111823,07/09/2025,Private,Markerstudy Insurance,1980.21,lapse,null,Monthly,Comparison Site,18123593,24839,null,NO,null,Miss,Emma,Thompson,Female,"49 Leeds Road, G61 6XX",emma.thompson@hotmail.com,7344445806,500,0,Teacher,14,20,Gmail.com,Single,LP13YZC,Volkwagen,Golf,Business use,Comprehensive,12/04/2016,Street,7762,02/09/1995
P38360896,05/07/2024,Q670092,06/04/2025,Commercial,Allianz,1697.86,Pending,null,paid in full,Direct,14253923,44485,null,null,NO,Mr,Mark,Johnson,Female,"27 Glasgow Road, M84 8XX",mark.johnson@hotmail.com,7731388445,0,50,IT Consultant,2,3,gmail.com,Divorced,GD14VYB,Mercedes,E Class,Social only,Third Party fire,21/10/2016,Driveway,33582,17/10/1988
Mf37907756,11/04/2024,Q572098,02/08/2024,Private,Markerstudy Insurance,179.41,Live,null,Monthly,Comparison Site,89656645,25774,null,No,null,Mr,Katie,White,Male,"22 Leeds Road, B4 4XX",katie.white@hotmail.com,7345144989,0,100,Unemployed,4,16,Gmail.com,Single,GP13XZB,Volkswagen,Golf,Social only,Third Party fire,19/05/2018,Car Park,5001,16/06/1961
Q34194754,19/03/2024,Q639676,25/07/2024,Commercial,Tradex insurance,390.23,Live,null,paid in full,Direct,51211490,78216,null,Yes,YES,Mx,Mia,Davies,Female,"86 Glasgow Road, M61 2XX",mia.davies@yahoo.com,7546038267,0,100,Nurse,2,0,Gmail.com,Marriage,MD13VAC,Ford,Focus,Social & Commuting,Third Party fire,18/01/2015,Garage,11087,07/09/1994
P98741109,22/08/2024,Q436252,16/01/2025,Commercial,Tradex insurance,$725.75,lapse,25/10/2024,Direct debit,Aggregator,60977227,28492,null,NO,Yes,Ms,Charles,Robinson,Male,"72 Edinburgh Road, G94 8XX",charles.robinson@hotmail.com,7456371977,100,100,Sales Assistant,1,7,Yahoo.com,Living with partner,GA23XYZ,Mercedes,A Class,Social only,Third Party only,11/02/2017,Driveway,7618,27/04/2003
Q86433999,18/09/2024,Q436109,09/08/2025,Commercial,Aviva,340.7,Suspended,31/08/2023,Direct debit,Broker,31080064,83660,null,Yes,No,Ms,Emily,Evans,Male,"47 Glasgow Road, M9 5XX",emily.evans@gmail.com,7740663810,250,200,Personal Trainer,7,14,Yahoo.com,Married,LA25YZC,BMW,5 Series,Commercial,Third Party fire,12/03/2020,Car Park,33329,26/06/2003
Q61435959,27/11/2025,Q841771,30/12/2024,Commercial,Direct Line,272.4,Suspended,27/02/2023,Monthly,Aggregator,26737760,72882,null,No,No,Mx,Harper,Thompson,Other,"14 Edinburgh Road, B2 5XX",harper.thompson@hotmail.com,7556040531,0,50,Nurse,9,12,gmail.com,Divorced,CD12XYC,Mercedez,A Class,Social only,Comprehensive,19/12/2022,Garage,38576,31/01/1990
P97173446,22/09/2025,Q238931,28/12/2025,Private,Markerstudy Insurance,313.5,Pending,12/05/2023,Credit Card,Broker,60944013,31557,null,YES,Yes,Miss,Sophia,Davies,Female,"34 Manchester Road, G7 7XX",sophia.davies@gmail.com,7141968177,250,100,IT Consultant,0,6,Yahoo.com,Single,LD11YZB,Mercedez,A Class,Business use,Third Party fire,13/11/2018,Private Land,31716,Invalid Date
P28211695,14/12/2025,Q205788,22/06/2025,Private,Zurich,1370.14,Suspended,null,Credit Card,Direct,46755560,13063,null,null,null,Mx,Emma,Smith,Female,"54 Glasgow Road, M25 3XX",emma.smith@gmail.com,7391427213,500,50,Engineer,4,20,Gmail.com,Married,CP25VYZ,Toyota,Yaris,Business use,Comprehensive,06/08/2017,Garage,13970,15/08/1982
H88074651,05/11/2024,Q578389,22/04/2024,Private,Tradex insurance,772.63,Live,null,Cheque,Broker,62106157,43439,null,Yes,NO,Mrs,Emily,Jones,Male,"60 London Road, B13 5XX",emily.jones@gmail.com,7599987782,0,100,IT Consultant,14,4,Hotmail.com,Divorced,CA21XAC,Volkwagen,Golf,Business use,Third Party only,01/10/2022,Street,8736,13/02/1990
H98714381,20/02/2025,Q875264,01/06/2024,Private,Zurich,1341.36,Cancelled,null,Cheque,Broker,68813743,67020,null,NO,YES,Miss,Emma,Johnson,Other,"77 London Road, L99 8XX",emma.johnson@yahoo.com,7636156267,500,200,Personla Trainer,2,18,Yahoo.com,Living with partner,CA25VAB,Volkswagen,Passat,Social only,Comprehensive,04/09/2022,Private Land,33391,01/03/2000
Mf24224327,24/06/2024,Q798591,02/09/2024,Commercial,Tradex insurance,239.2,Suspended,29/12/2024,Direct debit,Aggregator,82110768,91264,null,Yes,null,Mx,Robert,stick ,Female,"41 Liverpool Road, L56 1XX",robert.stick@gmail.com,7406525584,0,100,Accountant,5,0,Gmail.com,Married,LA18XYC,Toyota,Yaris,Business use,Third Party only,19/04/2015,Street,42061,27/01/1961
P35038623,27/04/2024,Q104824,19/12/2025,Commercial,Aviva,null,Cancelled,null,Direct debit,Aggregator,62362009,72637,18/12/2024,YES,null,Mr,Isabella,Robinson,Female,"60 Leeds Road, M69 2XX",isabella.robinson@yahoo.com,7345628022,250,50,Retired,6,7,Gmail.com,Single,GP14XYB,Toyota,Yaris,Commercial,Third Party only,02/08/2021,Private Land,44801,24/06/1990
H24906993,02/10/2025,Q921968,Invalid Date,Private,Allianz,1752.9,Suspended,null,Monthly,Broker,60261363,84447,null,YES,NO,Ms,Emily,Wood,Female,"75 Glasgow Road, G35 2XX",emily.wood@hotmail.com,7427864566,250,0,Engineer,3,12,gmail.com,Single,LA13YYZ,BMW,X5,Commercial,Comprehensive,10/05/2021,Garage,48663,30/06/2004
Q52839806,13/08/2024,Q260706,null,Private,Aviva,146.65,Live,null,Monthly,Direct,57801969,78243,null,Yes,NO,Ms,Emma,Jones,Other,"36 Glasgow Road, B47 3XX",emma.jones@hotmail.com,7443665803,0,50,Sales Assistant,2,6,Yahoo.com,Married,GA21YAZ,BMW,3 Series,Social & Commuting,Third Party only,30/06/2023,Garage,1746,16/12/1985
Mf77393896,08/04/2024,Q309124,15/06/2024,Commercial,Tradex insurance,1910.52,Pending,null,Credit Card,Comparison Site,53030024,95897,null,YES,null,Mx,Charles,Jones,Male,"66 Manchester Road, G60 2XX",charles.jones@yahoo.com,7632307100,500,50,Nurse,11,6,gmail.com,Divorced,GA25XYB,Audi,A3,Social & Commuting,Third Party fire,30/08/2021,Street,17075,15/08/1967
H13003939,12/06/2024,Q891351,22/08/2025,Private,Markerstudy Insurance,1462.73,Cancelled,null,Cheque,Broker,97801581,49751,15/03/2024,Yes,No,Mrs,Joseph,White,Other,"61 Edinburgh Road, G49 4XX",joseph.white@gmail.com,7751346360,100,50,Personla Trainer,2,5,Yahoo.com,Marriage,CA21YZC,Audi,A3,Commercial,Comprehensive,18/03/2016,Private Land,37582,29/12/1965
A61976598,05/10/2024,Q754689,07/08/2025,Commercial,Direct Line,1466.86,Cancelled,null,Direct debit,Aggregator,22527888,74663,05/03/2024,NO,Yes,Mrs,Katie,Robinson,Other,"25 Edinburgh Road, L28 3XX",katie.robinson@hotmail.com,7142564676,250,200,IT Consultant,14,7,Yahoo.com,Marriage,MD16XZB,Mercedes,E Class,Commercial,Third Party fire,24/04/2023,Street,21048,10/05/2002
Q13467746,31/07/2024,Q957603,03/09/2024,Private,Aviva,669.22,Suspended,28/12/2024,Direct debit,Broker,71229427,74881,null,Yes,Yes,Miss,Joseph,Roberts,Other,"45 Manchester Road, M15 2XX",joseph.roberts@gmail.com,7405796682,250,100,Teacher,0,1,Yahoo.com,Living with partner,CD17XAB,BMW,X5,Social & Commuting,Comprehensive,03/10/2015,Street,28276,07/05/1994
H53672872,18/02/2025,Q842727,08/01/2024,Commercial,Allianz,$1014.06,Cancelled,null,Cheque,Broker,44192544,30862,07/07/2025,NO,YES,Mr,William,Johnson,Other,"10 Edinburgh Road, M29 4XX",william.johnson@hotmail.com,7927221249,500,200,Manager,10,19,Hotmail.com,Marriage,GA15VZC,Ford,Mondeo,Business use,Third Party fire,10/09/2017,Street,2314,28/05/1962
A62891854,19/11/2024,Q444609,28/10/2024,Private,Direct Line,1005.63,Cancelled,null,Direct debit,Comparison Site,30144710,75301,null,No,null,Ms,Sarah,Davies,Other,"93 Birmingham Road, L92 9XX",sarah.davies@gmail.com,7320520940,100,0,IT Consultant,1,0,gmail.com,Living with partner,MP23XYZ,BMW,5 Series,Social & Commuting,Third Party only,24/09/2019,Car Park,37918,30/09/2005
Mf36728617,03/02/2024,Q704199,01/01/2025,Commercial,Markerstudy Insurance,701.91,Live,12/10/2024,Credit Card,Broker,77065344,67332,null,null,null,Ms,Sarah,Wood,Other,"46 Liverpool Road, M54 8XX",sarah.wood@yahoo.com,7850176790,500,50,Driver,9,10,Hotmail.com,Single,LA13YZZ,Mercedez,A Class,Social & Commuting,Third Party fire,15/04/2017,Private Land,29569,01/02/1960
A22183859,15/02/2025,Q817107,24/07/2025,Private,Allianz,825.56,Live,null,Monthly,Direct,33013854,84987,null,NO,null,Mx,Mark,Smith,Female,"43 Birmingham Road, G31 1XX",mark.smith@hotmail.com,7600723503,0,50,Manager,4,14,gmail.com,Widowed,CP11YZZ,Volkswagen,Golf,Social & Commuting,Third Party fire,28/06/2017,Private Land,39133,07/04/1989
Mf51851721,03/12/2025,Q928970,null,Private,AXA,468.09,Live,null,Cheque,Direct,51972834,28426,null,Yes,null,Dr,William,Williams,Other,"97 Glasgow Road, L81 5XX",william.williams@yahoo.com,7206814572,250,0,Manager,11,19,Yahoo.com,Married,CP19YYZ,Toyota,Corolla,Business use,Third Party only,02/12/2017,Private Land,39091,10/01/1987
H26205688,13/05/2025,Q108365,03/09/2025,Private,Markerstudy Insurance,643.44,Pending,null,Credit Card,Broker,44855429,87615,null,NO,null,Mr,Michael,Hall,Female,"28 Manchester Road, B75 7XX",michael.hall@yahoo.com,7561216976,250,50,Sales Assistant,15,9,Hotmail.com,Divorced,MP14VYB,BMW,5 Series,Social & Commuting,Third Party fire,01/04/2018,Private Land,35196,05/01/1960
Mf38586433,07/06/2025,Q372387,10/04/2025,Commercial,Zurich,null,lapse,17/06/2024,Credit Card,Aggregator,73895574,59511,null,No,null,Dr,Joseph,Robinson,Male,"54 London Road, L24 1XX",joseph.robinson@gmail.com,7835347494,250,0,Nurse,7,4,Hotmail.com,Living with partner,MD14XAC,Toyota,RAV4,Commercial,Comprehensive,05/11/2018,Private Land,44505,14/03/1977
A31154606,07/02/2024,Q233591,03/10/2024,Commercial,Aviva,$135.11,Pending,10/10/2024,paid in full,Direct,13649548,15676,null,NO,No,Mr,Joseph,Johnson,Female,"28 Manchester Road, B17 5XX",joseph.johnson@yahoo.com,7763821893,100,200,Manager,15,9,Gmail.com,Widowed,CP21VYB,Mercedes,E Class,Social & Commuting,Third Party fire,17/03/2017,Driveway,12505,25/08/1990
Mf22562460,28/07/2025,Q469635,07/11/2025,Commercial,Tradex insurance,285.05,Cancelled,null,Direct debit,Broker,57842074,88776,null,No,NO,Miss,Robert,North,Male,"34 Bristol Road, B3 7XX",robert.north@yahoo.com,7216788891,100,200,Sales Assistant,6,9,Yahoo.com,Marriage,GA20VAC,Ford,Focus,Social & Commuting,Comprehensive,17/01/2019,Garage,4074,30/12/1981
Q34928287,06/08/2025,Q848189,12/08/2024,Private,Direct Line,1524.07,Suspended,05/05/2024,Credit Card,Direct,95321272,29096,null,NO,Yes,Dr,James,Smith,Male,"37 Glasgow Road, B60 7XX",james.smith@hotmail.com,7118898311,0,50,Student,8,20,Gmail.com,Single,MA16XAB,Ford,Fiesta,Commercial,Third Party only,03/09/2021,Garage,23184,02/10/1965
Q50790122,04/06/2025,Q688702,17/03/2024,Commercial,AXA,-1141.03,Live,null,Monthly,Aggregator,85065045,16226,null,YES,Yes,Miss,David,robinson ,Female,"45 Leeds Road, L37 6XX",david.robinson@gmail.com,7977062734,0,50,Teacher,10,7,gmail.com,Marriage,MD18VYC,Mercedes,C Class,Social only,Third Party fire,21/03/2022,Private Land,31398,04/08/1981
Mf51667373,31/07/2024,Q348875,23/09/2024,Private,Aviva,647.62,Pending,null,Cheque,Direct,53124850,20801,null,Yes,null,Mrs,Olivia,Jones,Female,"65 Liverpool Road, B60 6XX",olivia.jones@yahoo.com,7244496206,100,50,Student,5,17,Yahoo.com,Living with partner,MA15VAC,Audi,A4,Social & Commuting,Comprehensive,01/06/2022,Street,7262,30/05/1985
A81199297,24/11/2025,Q493987,04/07/2024,Commercial,Markerstudy Insurance,1718.08,Live,null,paid in full,Aggregator,73270399,94059,null,NO,NO,Dr,William,Evans,Other,"78 Manchester Road, M59 5XX",william.evans@yahoo.com,7326694642,500,0,Manager,13,7,Yahoo.com,Married,LP23VZC,Mercedes,E Class,Commercial,Comprehensive,25/10/2015,Private Land,29303,18/05/1992
P36073898,15/06/2024,Q443987,11/07/2024,Commercial,Zurich,1273.46,lapse,null,Credit Card,Direct,51321349,90260,null,Yes,NO,Mx,Charles,Robinson,Other,"6 Glasgow Road, G80 4XX",charles.robinson@gmail.com,7786064398,250,200,Student,7,17,Yahoo.com,Married,LP18XAZ,Toyota,RAV4,Social only,Comprehensive,04/04/2019,Private Land,8002,30/04/1973
Q30435863,05/04/2024,Q684524,30/11/2025,Private,Aviva,1388.63,Cancelled,null,Direct debit,Broker,92430234,62011,null,NO,Yes,Dr,Joseph,Wilson,Other,"11 Edinburgh Road, G42 9XX",joseph.wilson@gmail.com,7782666063,500,0,Retired,1,7,Yahoo.com,Living with partner,CP18VZC,Ford,Focus,Commercial,Third Party only,22/12/2023,Car Park,22068,04/11/1968
H16704151,04/05/2024,Q360234,19/09/2025,Commercial,Zurich,1434.75,lapse,03/12/2024,Cheque,Comparison Site,44367017,52597,null,No,NO,Miss,Thomas,Taylor,Other,"11 Glasgow Road, L64 5XX",thomas.taylor@yahoo.com,7766881515,500,200,Driver,12,18,Hotmail.com,Divorced,MA18XZB,Volkswagen,Golf,Business use,Third Party only,30/12/2019,Driveway,4408,06/05/1987
H97080800,20/09/2024,Q305837,31/10/2025,Commercial,AXA,1886.72,Live,null,Credit Card,Direct,38824021,79459,null,YES,null,Miss,Michael,Evans,Female,"80 Manchester Road, M55 5XX",michael.evans@gmail.com,7675620678,100,200,Accountant,4,14,Hotmail.com,Single,MP25XAZ,Volkwagen,Golf,Business use,Third Party fire,11/08/2018,Driveway,39163,13/04/1982
Mf25556060,24/03/2025,Q783006,07/09/2024,Commercial,Direct Line,407.09,lapse,Invalid Date,Monthly,Aggregator,18189497,35088,null,YES,YES,Mx,James,Roberts,Other,"89 Bristol Road, M46 8XX",james.roberts@gmail.com,7530801182,250,0,Personla Trainer,15,3,Gmail.com,Living with partner,LD22VZZ,Mercedes,A Class,Social & Commuting,Comprehensive,17/09/2021,Street,44878,30/03/1983
H60935926,25/06/2024,Q321981,18/05/2024,Commercial,Tradex insurance,621.89,Pending,11/10/2024,paid in full,Comparison Site,47253852,97981,null,Yes,NO,Mrs,Robert,Davies,Female,"14 London Road, B23 3XX",robert.davies@yahoo.com,7201679675,250,0,Retired,13,11,Gmail.com,Widowed,MP15YZZ,BMW,5 Series,Social only,Third Party fire,24/07/2015,Private Land,19361,06/09/1985
Q15393729,30/10/2024,Q605904,22/06/2025,Commercial,Direct Line,657.01,Suspended,null,Cheque,Aggregator,45232266,48234,null,Yes,YES,Mrs,Isabella,Johnson,Male,"75 Edinburgh Road, L88 1XX",isabella.johnson@gmail.com,7989715697,0,200,Sales Assistant,11,16,Hotmail.com,Married,LP21YYB,Toyota,Yaris,Social only,Comprehensive,12/01/2017,Driveway,1603,01/08/1968
H43670123,11/02/2024,Q863257,10/04/2025,Commercial,Tradex insurance,1767.28,lapse,null,Monthly,Broker,58311190,14899,09/01/2025,null,No,Mr,James,wood ,Male,"46 Manchester Road, B67 1XX",james.wood@yahoo.com,7905345822,0,50,Personal Trainer,0,8,Gmail.com,Divorced,GP11XAC,Audi,A3,Business use,Comprehensive,16/11/2020,Garage,10631,14/04/1980
H62611305,05/10/2024,Q607097,16/10/2025,Private,AXA,1172.13,Suspended,23/05/2024,Direct debit,Aggregator,67770460,57200,28/06/2025,No,YES,Dr,James,White,Female,"69 Edinburgh Road, L94 4XX",james.white@yahoo.com,7928823510,100,0,Student,15,5,Gmail.com,Single,MD15YAB,Toyota,Corolla,Social only,Third Party only,16/07/2020,Street,9710,14/12/1963
